contest_id,slate_date,section,platform_player_id,display_name,team_key,card_boost,drafts,real_score,ingested_at
577,2025-05-17,highestBoostedValuePlayers,627,A. Boston,IND,0.0,88.0,5.054988360224069,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,631,L. Hull,IND,0.0,59.0,2.1213156480864104,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,635,K. Burke,CON,0.0,1.0,2.236654823024616,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,637,S. Ionescu,NYL,0.0,473.0,2.2221742879762942,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,639,B. Stewart,NYL,0.0,330.0,5.0723522741790195,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,643,J. Jones,NYL,0.0,11.0,3.997707300301059,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,popularPlayers,670,K. Copper,PHO,0.0,917.0,0.0,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,677,N. Cloud,CHI,0.0,14.0,5.2986215653524,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,682,A. Atkins,LAS,0.0,9.0,2.2045484569633955,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,popularPlayers,701,A. Reese,ATL,0.0,5400.0,1.9124587805067172,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,734,S. Diggins,CHI,0.0,206.0,3.2503585523641263,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,738,N. Ogwumike,LAS,0.0,232.0,2.064172580801908,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,745,A. Thomas,PHO,0.0,414.0,4.220014820059692,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,758,S. Sabally,NYL,0.0,49.0,4.936640491714121,2026-06-05 05:19:18.264647+00:00
577,2025-05-17,highestBoostedValuePlayers,760,N. Howard,MIN,0.0,5.0,2.689249406279757,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,popularPlayers,172,O. Sims,DAL,0.6,2100.0,1.0367543103624526,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,popularPlayers,593,E. Cannon,LAS,0.0,759.0,0.0,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,596,K. Plum,LAS,0.0,3200.0,3.0362579789364177,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,650,N. Collier,MIN,0.0,4300.0,4.5491589060202555,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,652,N. Hiedeman,SEA,3.0,131.0,1.853313245774583,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,653,J. Shepard,DAL,0.6,208.0,2.9515603580412897,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,654,C. Williams,MIN,0.0,488.0,4.477451547702399,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,658,A. Smith,DAL,0.0,137.0,3.894519877148454,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,popularPlayers,661,D. Miller,CON,1.0,1700.0,0.23170272666666666,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,663,B. Carleton,POR,2.4,183.0,2.795615122817097,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,679,B. Sykes,TOR,0.1,252.0,4.719554428031576,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,popularPlayers,685,S. Dolson,SEA,1.2,798.0,0.39341928207796656,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,686,K. Samuelson,POR,2.6,176.0,1.1628129719396327,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,687,E. Engstler,POR,2.6,71.0,0.9216412310199129,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,711,A. Stevens,CHI,0.5,248.0,4.7834173000568265,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,718,D. Hamby,LAS,0.5,486.0,4.164476816301959,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,popularPlayers,723,R. Jackson,CHI,1.3,4200.0,0.9092226400047024,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,729,J. Melbourne,SEA,0.9,81.0,3.064442872632252,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,749,O. Nelson-Ododa,CON,0.0,2.0,3.132083069996216,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,4322741,S. Citron,WAS,0.6,165.0,2.7321820908029597,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,4322743,K. Iriafen,WAS,0.9,96.0,2.9645318674007757,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,highestBoostedValuePlayers,4322748,S. Barker,POR,3.0,58.0,1.1584105971519254,2026-06-05 05:19:18.264647+00:00
582,2025-05-18,mostCommon3xPlayers,4322761,L. Olsen,WAS,3.0,56.0,-0.33038999999999996,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,184,G. Williams,GSV,1.9,181.0,4.604191649535237,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,336,L. Geiselsöder,POR,0.0,,0.0,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,399,K. Charles,GSV,1.8,169.0,0.46300725306524537,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,600,A. Clark,DAL,0.0,113.0,1.285736415967489,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,622,E. Wheeler,LAS,3.0,109.0,0.644885,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,629,N. Smith,LVA,3.0,117.0,1.5547341275347308,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,689,M. Hines-Allen,IND,2.4,123.0,2.507288929300557,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,popularPlayers,709,Z. Cooke,SEA,3.0,686.0,0.0,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,710,L. Brown,SEA,3.0,,0.0,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,724,L. Yueru,DAL,1.8,183.0,0.5897514698161966,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,734,S. Diggins,CHI,0.4,3100.0,4.522415155843862,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,735,E. Magbegor,SEA,2.6,158.0,2.7959395221476346,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,738,N. Ogwumike,LAS,1.4,573.0,4.640249663256884,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,747,T. Harris,IND,2.6,111.0,0.5041775694093301,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,753,D. Carrington,CHI,1.1,738.0,0.6298614876659993,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,765,M. Siegrist,DAL,1.8,152.0,1.7929587939782248,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,767,A. Ogunbowale,DAL,1.3,2400.0,1.0905105156462227,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,4322740,P. Bueckers,DAL,1.6,1800.0,3.948087379888696,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,4322742,D. Malonga,SEA,3.0,90.0,0.1173254887131987,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,popularPlayers,4322750,A. James,DAL,3.0,676.0,0.0,2026-06-05 05:19:18.264647+00:00
586,2025-05-19,highestBoostedValuePlayers,4322766,J. Quinerly,DAL,3.0,119.0,0.2218986,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,563,M. Caldwell,MIN,3.0,2.0,0.8115630140207022,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,594,K. Bell,LVA,3.0,3.0,1.2018614862365202,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,597,J. Young,LVA,0.9,149.0,1.8914489860621488,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,598,A. Wilson,LVA,0.0,4800.0,5.048509179220818,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,602,C. Gray,LVA,1.3,142.0,2.502907201730799,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,603,K. Stokes,GSV,3.0,2.0,1.1714062716472258,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,605,A. Gray,ATL,0.0,244.0,3.458030454243789,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,609,N. Coffey,MIN,2.9,2.0,1.299503534093846,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,616,R. Howard,ATL,1.1,111.0,4.779284458102913,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,624,C. Clark,IND,0.0,4100.0,5.316033261336242,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,626,K. Mitchell,IND,0.8,138.0,3.3464018875558605,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,627,A. Boston,IND,0.0,240.0,4.672587416775486,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,popularPlayers,631,L. Hull,IND,1.3,1700.0,1.1293897538353947,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,664,B. Griner,CON,0.5,186.0,3.8126274148059904,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,popularPlayers,697,M. Mabrey,TOR,1.9,1700.0,0.584863105806566,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,popularPlayers,698,D. Evans,LVA,1.1,690.0,1.1110949831424455,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,mostCommon3xPlayers,699,B. Turner,LVA,3.0,41.0,0.10959119999999999,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,726,J. Loyd,LVA,3.0,118.0,3.319709185841554,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,popularPlayers,749,O. Nelson-Ododa,CON,0.5,1200.0,1.2053580164530378,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,popularPlayers,750,D. Bonner,PHO,1.5,1800.0,0.4125562755697017,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,highestBoostedValuePlayers,754,B. Jones,ATL,0.2,130.0,4.091197589599276,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,popularPlayers,760,N. Howard,MIN,0.8,1400.0,0.4740683708956915,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,mostCommon3xPlayers,4322751,A. Nye,ATL,3.0,24.0,0.15564141231619996,2026-06-05 05:19:18.264647+00:00
589,2025-05-20,popularPlayers,4322755,T. Paopao,ATL,1.1,775.0,0.2630190313998727,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,172,O. Sims,DAL,1.5,1300.0,1.5360684787642436,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,596,K. Plum,LAS,0.0,2500.0,3.974907908795644,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,628,T. Fágbénlé,TOR,0.0,1700.0,2.284341581970374,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,629,N. Smith,LVA,2.7,3.0,2.082578635460858,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,641,K. Thornton,GSV,2.7,16.0,3.1817008835512426,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,650,N. Collier,MIN,0.0,4500.0,4.846859585647933,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,652,N. Hiedeman,SEA,2.7,2.0,2.487801479721134,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,653,J. Shepard,DAL,0.6,1100.0,1.6162008508706962,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,654,C. Williams,MIN,0.0,3900.0,2.2266173058770904,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,658,A. Smith,DAL,0.2,1400.0,2.780181880079818,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,663,B. Carleton,POR,1.3,145.0,2.468351138739927,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,679,B. Sykes,TOR,0.0,671.0,4.914052569229068,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,685,S. Dolson,SEA,2.8,51.0,1.5719341948781171,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,686,K. Samuelson,POR,3.0,6.0,1.3344351185784251,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,mostCommon3xPlayers,687,E. Engstler,POR,3.0,284.0,0.9373691050168623,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,689,M. Hines-Allen,IND,1.5,117.0,2.0783041629444474,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,mostCommon3xPlayers,691,S. Austin,WAS,3.0,124.0,-0.19332085388470066,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,711,A. Stevens,CHI,0.1,275.0,5.116204212215483,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,712,M. Billings,IND,3.0,8.0,1.5757378106044269,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,718,D. Hamby,LAS,0.2,2900.0,2.8844987848516377,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,723,R. Jackson,CHI,2.3,1100.0,0.0,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,729,J. Melbourne,SEA,0.7,1400.0,1.9773804933654247,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,736,S. Whitcomb,PHO,3.0,3.0,1.7684132375537716,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,745,A. Thomas,PHO,0.1,520.0,4.216737287821,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,753,D. Carrington,CHI,2.5,15.0,1.6010878859204964,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,758,S. Sabally,NYL,0.0,477.0,4.419626305678207,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,759,V. Burton,GSV,2.4,1.0,4.321741583767688,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,767,A. Ogunbowale,DAL,2.1,205.0,3.4127707289920353,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,4322738,M. Akoa Makani,PHO,3.0,2.0,2.0317460967919856,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,highestBoostedValuePlayers,4322740,P. Bueckers,DAL,0.6,1000.0,3.5919264594183824,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,4322741,S. Citron,WAS,0.7,2200.0,2.2896868972397484,2026-06-05 05:19:18.264647+00:00
595,2025-05-21,popularPlayers,4322743,K. Iriafen,WAS,0.7,2100.0,2.419923752520569,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,449,R. Gardner,NYL,3.0,7.0,1.5940695949482084,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,605,A. Gray,ATL,0.0,2800.0,2.1834019734766876,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,609,N. Coffey,MIN,2.9,72.0,1.4742676644194634,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,616,R. Howard,ATL,0.3,152.0,3.9542910091426022,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,624,C. Clark,IND,0.0,9800.0,2.098663821090991,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,626,K. Mitchell,IND,0.6,109.0,1.9315085733458597,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,627,A. Boston,IND,0.0,3600.0,1.6520094968090115,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,631,L. Hull,IND,2.1,91.0,2.592467554179599,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,632,D. Dantas,IND,3.0,1.0,1.2639419795718825,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,635,K. Burke,CON,1.2,99.0,3.9367886094465385,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,636,N. Sabally,TOR,2.0,14.0,1.516346794783321,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,637,S. Ionescu,NYL,1.2,690.0,3.127486763630782,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,639,B. Stewart,NYL,0.0,7500.0,2.04608884353866,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,643,J. Jones,NYL,0.1,177.0,2.4095379594644664,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,645,C. Vandersloot,CHI,2.5,13.0,2.3493896353211077,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,647,L. Fiebich,NYL,2.8,14.0,1.1583469905426862,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,664,B. Griner,CON,0.3,3400.0,0.7451772372843001,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,673,R. Allen,NYL,3.0,10.0,1.1170656683234106,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,677,N. Cloud,CHI,0.0,302.0,4.436930647499465,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,682,A. Atkins,LAS,1.2,986.0,0.9781368483377544,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,701,A. Reese,ATL,1.6,5400.0,1.056620837178357,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,705,K. Cardoso,CHI,1.5,1300.0,0.5990589762568629,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,708,E. Williams,CHI,3.0,10.0,2.122450991403619,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,725,K. Nurse,TOR,3.0,1000.0,0.3476764163939361,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,741,R. Banham,CHI,3.0,10.0,2.0828661257532466,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,popularPlayers,750,D. Bonner,PHO,3.0,1000.0,0.6554746774102461,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,754,B. Jones,ATL,0.2,127.0,3.751861289971551,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,760,N. Howard,MIN,2.2,126.0,4.697911968695129,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,4322749,H. Van Lith,CON,3.0,54.0,1.3572274359369956,2026-06-05 05:19:18.264647+00:00
596,2025-05-22,highestBoostedValuePlayers,4322755,T. Paopao,ATL,3.0,85.0,1.763059637475877,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,popularPlayers,596,K. Plum,LAS,0.0,5900.0,2.7082440226362694,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,597,J. Young,LVA,1.2,279.0,4.295258369605833,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,598,A. Wilson,LVA,0.0,5700.0,4.557111924946834,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,popularPlayers,602,C. Gray,LVA,1.1,1900.0,2.17233729936832,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,641,K. Thornton,GSV,1.1,3.0,2.8211855223188147,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,650,N. Collier,MIN,0.0,1800.0,5.956564323747475,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,652,N. Hiedeman,SEA,1.9,5.0,2.0077602542708033,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,popularPlayers,654,C. Williams,MIN,0.1,1600.0,1.0194045857562215,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,popularPlayers,663,B. Carleton,POR,1.2,1500.0,0.8839916529901918,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,popularPlayers,679,B. Sykes,TOR,0.0,3800.0,0.0,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,685,S. Dolson,SEA,2.6,9.0,2.8140440093967642,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,697,M. Mabrey,TOR,3.0,76.0,4.059048757109329,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,popularPlayers,711,A. Stevens,CHI,0.0,2000.0,2.122236997489909,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,718,D. Hamby,LAS,0.4,224.0,4.387225251092901,2026-06-05 05:19:18.264647+00:00
602,2025-05-23,highestBoostedValuePlayers,726,J. Loyd,LVA,1.1,69.0,2.8019455897095593,2026-06-05 05:19:18.264647+00:00
