slate_date,contest_id,missing_player_id,missing_display_name,winning_rank,winning_score,mult,mult_score
2025-08-20,794,621,G. Berger,2,60.84,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,3,60.62,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,4,59.36,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,5,58.89,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,6,58.81,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,7,58.69,4.8,17.052187733193577
2025-08-20,794,612,H. Jones,7,58.69,4.2,3.2348165760726832
2025-08-20,794,621,G. Berger,8,58.15,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,9,57.72,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,10,57.65,4.4,15.631172088760781
2025-08-20,794,612,H. Jones,11,56.68,4,3.0807776914977936
2025-08-20,794,621,G. Berger,11,56.68,4.2,14.920664266544382
2025-08-20,794,612,H. Jones,11,56.68,4,3.0807776914977936
2025-08-20,794,621,G. Berger,11,56.68,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,13,56.39,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,14,56.25,4.4,15.631172088760781
2025-08-20,794,621,G. Berger,15,56.22,4.2,14.920664266544382
2025-08-20,794,621,G. Berger,16,56.19,4.2,14.920664266544382
2025-08-20,794,612,H. Jones,17,55.7,4,3.0807776914977936
2025-08-20,794,621,G. Berger,17,55.7,4.2,14.920664266544382
2025-08-21,798,611,T. Charles,4,48.37,2,7.7429065178843395
2025-08-21,798,611,T. Charles,7,47.95,2.6,10.065778473249642
2025-08-21,798,611,T. Charles,10,47.48,2.4000000000000004,9.291487821461208
2025-08-21,798,4322745,A. Morrow,11,46.56,3.2,5.10126821040675
2025-08-21,798,736,S. Whitcomb,13,46.42,2.9,2.320258291319713
2025-08-21,798,611,T. Charles,15,46.03,2.4000000000000004,9.291487821461208
2025-08-21,798,647,L. Fiebich,15,46.03,2.5999999999999996,3.2381293751874547
2025-08-21,798,611,T. Charles,16,45.93,2.6,10.065778473249642
2025-08-21,798,736,S. Whitcomb,17,45.92,3.5,2.8003117309031023
2025-08-22,799,689,M. Hines-Allen,4,72.87,3.2,2.962678956830569
2025-08-22,799,736,S. Whitcomb,5,71.05,3.2,4.846625494761444
2025-08-22,799,689,M. Hines-Allen,7,69.81,3.2,2.962678956830569
2025-08-22,799,689,M. Hines-Allen,10,68.13,3.8,3.5181812612363
2025-08-22,799,366584,T. Hayes,16,65.04,2.5,2.388510031991935
2025-08-22,799,689,M. Hines-Allen,18,64.56,3.4,3.147846391632479
2025-08-22,799,736,S. Whitcomb,20,64.14,3.0999999999999996,4.695168448050148
2025-08-23,802,611,T. Charles,1,59.55,2.6,9.8346272945446
2025-08-23,802,687,E. Engstler,1,59.55,4,6.055951340857593
2025-08-23,802,36,B. Hartley,3,58.72,3.4,13.838667394061117
2025-08-23,802,611,T. Charles,4,57.96,2.6,9.8346272945446
2025-08-23,802,629,N. Smith,4,57.96,3.5,5.432067433886568
2025-08-23,802,36,B. Hartley,6,55.84,3.2,13.024628135586935
2025-08-23,802,629,N. Smith,7,55.67,3.5,5.432067433886568
2025-08-23,802,611,T. Charles,8,54.07,2.6,9.8346272945446
2025-08-23,802,36,B. Hartley,8,54.07,3.2,13.024628135586935
2025-08-23,802,611,T. Charles,9,53.94,2.4000000000000004,9.078117502656553
2025-08-23,802,36,B. Hartley,11,53.37,3.4,13.838667394061117
2025-08-23,802,629,N. Smith,13,53.16,3.5,5.432067433886568
2025-08-23,802,629,N. Smith,14,52.99,3.7,5.742471287251516
2025-08-23,802,665,S. Sutton,15,52.78,3.9,1.505369570243434
2025-08-23,802,744,L. Lacan,17,52.58,2.7,4.800575328689713
2025-08-23,802,611,T. Charles,20,52.39,2.2,8.321607710768507
2025-08-24,808,621,G. Berger,2,62.11,4.2,11.306211816785252
2025-08-24,808,612,H. Jones,2,62.11,4.199999999999999,12.273741812979846
2025-08-24,808,621,G. Berger,13,58.82,3.8,10.22942973899618
2025-08-24,808,622,E. Wheeler,15,58.69,2.4,2.9800573415204474
2025-08-24,808,628,T. Fágbénlé,18,58.21,3.0999999999999996,6.251262359299679
2025-08-27,815,612,H. Jones,1,62.23,4.6,13.779123011490725
2025-08-27,815,621,G. Berger,1,62.23,4.1,10.793606494617123
2025-08-27,815,621,G. Berger,2,60.29,3.6999999999999997,9.740571714654477
2025-08-27,815,612,H. Jones,3,59.66,4,11.981846096948457
2025-08-27,815,621,G. Berger,4,58.87,3.6999999999999997,9.740571714654477
2025-08-27,815,611,T. Charles,5,58.65,2.6,7.826987916276624
2025-08-27,815,612,H. Jones,7,57.5,4,11.981846096948457
2025-08-27,815,611,T. Charles,9,56.6,2.4000000000000004,7.224911922716885
2025-08-27,815,611,T. Charles,10,56.12,2.6,7.826987916276624
2025-08-27,815,612,H. Jones,11,55.93,4,11.981846096948457
2025-08-27,815,621,G. Berger,12,55.81,3.9,10.2670891046358
2025-08-27,815,621,G. Berger,14,55.47,4.3,11.320123884598447
2025-08-27,815,612,H. Jones,14,55.47,4.2,12.58093840179588
2025-08-27,815,621,G. Berger,16,55.28,3.5,9.214054324673153
2025-08-27,815,612,H. Jones,18,55.1,3.8,11.382753792101035
2025-08-27,815,611,T. Charles,19,55.1,2.8,8.429063909836364
2025-08-27,815,612,H. Jones,19,55.1,3.8,11.382753792101035
2025-08-27,815,698,D. Evans,20,54.97,3.9,4.078000585340196
2025-08-27,815,612,H. Jones,20,54.97,3.8,11.382753792101035
2025-08-28,818,269,E. Meesseman,4,51.14,1.9,7.84935785479798
2025-08-28,818,4322738,M. Akoa Makani,7,50.15,3.6,5.070261461691674
2025-08-28,818,665,S. Sutton,8,50.12,3.6999999999999997,0.5848840577565128
2025-08-28,818,269,E. Meesseman,10,49.99,2.7,11.154350635765553
2025-08-28,818,635,K. Burke,10,49.99,3.3,4.568588457063707
2025-08-28,818,652,N. Hiedeman,11,49.82,3.6,5.237645515791622
2025-08-28,818,8,M. Kliundikova,13,49.27,4,0.9088748
2025-08-28,818,729,J. Melbourne,15,49.02,4.6,-0.7023396750015559
2025-08-28,818,373,K. Westbeld,16,48.81,4.3,3.7286275812128027
2025-08-28,818,736,S. Whitcomb,17,48.79,2.9,3.9600419733999206
2025-08-28,818,652,N. Hiedeman,18,48.64,3.4,4.946665209358754
2025-08-28,818,741,R. Banham,19,48.61,3.9000000000000004,7.207969762993936
2025-08-28,818,736,S. Whitcomb,19,48.61,2.9,3.9600419733999206
2025-08-28,818,373,K. Westbeld,20,48.43,4.1,3.555203042551742
2025-08-29,819,621,G. Berger,1,63.84,3.5,8.03211233317343
2025-08-29,819,621,G. Berger,2,62.94,3.5,8.03211233317343
2025-08-29,819,621,G. Berger,9,60.95,3.5,8.03211233317343
2025-08-29,819,621,G. Berger,10,60.56,3.5,8.03211233317343
2025-08-29,819,621,G. Berger,11,60.51,3.7,8.491090180783342
2025-08-29,819,621,G. Berger,14,59.22,3.5,8.03211233317343
2025-08-29,819,621,G. Berger,17,58.78,3.5,8.03211233317343
2025-08-29,819,621,G. Berger,17,58.78,3.5,8.03211233317343
2025-08-29,819,621,G. Berger,20,57.77,4.1,9.40904587600316
2025-08-30,825,614,I. Rupert,1,49.35,3.3,6.898120655553241
2025-08-30,825,665,S. Sutton,4,47.57,3.5999999999999996,7.190399568469797
2025-08-30,825,614,I. Rupert,5,46.86,3.3,6.898120655553241
2025-08-30,825,614,I. Rupert,7,44.15,2.9,6.061984818516485
2025-08-30,825,614,I. Rupert,8,44.1,3.0999999999999996,6.480052737034862
2025-08-30,825,749,O. Nelson-Ododa,9,44.06,3.1,0
2025-08-30,825,614,I. Rupert,10,43.99,2.9,6.061984818516485
2025-08-30,825,670,K. Copper,11,43.71,2.4,6.283735543258228
2025-08-30,825,670,K. Copper,12,43.1,2.4,6.283735543258228
2025-08-30,825,614,I. Rupert,13,42.67,3.0999999999999996,6.480052737034862
2025-08-30,825,269,E. Meesseman,14,42.38,2.2,7.779245468832514
2025-08-30,825,614,I. Rupert,15,42.13,3.5,7.316188574071619
2025-08-30,825,611,T. Charles,16,42.01,2.2,6.199726132092203
2025-08-30,825,614,I. Rupert,17,41.65,3.0999999999999996,6.480052737034862
2025-08-30,825,670,K. Copper,18,41.64,2.4,6.283735543258228
2025-08-30,825,670,K. Copper,20,41.41,2.6,6.80738017186308
2025-08-31,827,613,A. Powers,1,48.52,4.2,11.390837335094998
2025-08-31,827,613,A. Powers,2,46.91,4.2,11.390837335094998
2025-08-31,827,613,A. Powers,3,45.63,4.6,12.475678986056424
2025-08-31,827,613,A. Powers,5,43.3,5,13.560520637017854
2025-08-31,827,613,A. Powers,12,42.21,4.4,11.933258160575713
2025-08-31,827,613,A. Powers,17,41.32,4.6,12.475678986056424
2025-08-31,827,665,S. Sutton,18,41.18,3.5999999999999996,3.404238770634602
2025-09-01,830,611,T. Charles,15,52.35,2.6,8.229361774987748
2025-09-01,830,653,J. Shepard,17,51.98,3,5.758091274004792
2025-09-01,830,611,T. Charles,19,51.75,2.2,6.963306117297325
2025-09-04,838,612,H. Jones,1,64.37,3.9,20.887756296990894
2025-09-04,838,629,N. Smith,2,61.43,3.7,6.1827155445595965
2025-09-04,838,612,H. Jones,2,61.43,3.7,19.81658930740162
2025-09-04,838,621,G. Berger,3,60.39,3.6,6.266224872970896
2025-09-04,838,612,H. Jones,3,60.39,3.9,20.887756296990894
2025-09-04,838,612,H. Jones,4,58.43,4.1,21.95892328658017
2025-09-04,838,612,H. Jones,9,54.98,3.9,20.887756296990894
2025-09-04,838,612,H. Jones,10,54.61,3.7,19.81658930740162
2025-09-04,838,629,N. Smith,14,54.13,3.5,5.848514704313132
2025-09-04,838,4322751,A. Nye,17,53.94,4.2,5.8191635373347514
2025-09-05,840,613,A. Powers,1,60.41,4.2,9.302071049641366
2025-09-05,840,613,A. Powers,2,59.04,4.2,9.302071049641366
2025-09-05,840,613,A. Powers,3,58.16,4.4,9.745026813910004
2025-09-05,840,4322754,M. Westbeld,6,56.92,4.2,5.260864828171691
2025-09-05,840,606,J. Canada,7,56.88,2.4,6.697172662684114
2025-09-05,840,606,J. Canada,10,56.72,2.4,6.697172662684114
2025-09-05,840,613,A. Powers,12,56.46,4.2,9.302071049641366
2025-09-05,840,613,A. Powers,16,55.16,4.2,9.302071049641366
2025-09-06,845,611,T. Charles,4,54.29,2.8,11.6429638107814
2025-09-06,845,611,T. Charles,5,54.03,2.2,9.148042994185387
2025-09-06,845,611,T. Charles,6,53.91,2.6,10.811323538582728
2025-09-06,845,611,T. Charles,19,52.6,2.8,11.6429638107814
2025-09-07,848,613,A. Powers,1,71.13,4.1,16.524686384452625
2025-09-07,848,621,G. Berger,1,71.13,3.2,6.579885277155814
2025-09-07,848,613,A. Powers,2,68.11,3.9000000000000004,15.718604121796401
2025-09-07,848,613,A. Powers,3,65.59,4.300000000000001,17.330768647108854
2025-09-07,848,687,E. Engstler,3,65.59,4.4,6.58614518907899
2025-09-07,848,612,H. Jones,3,65.59,3.3,4.3027047950667745
2025-09-07,848,698,D. Evans,7,62.66,3.7,4.5256510701970285
2025-09-07,848,698,D. Evans,9,62.1,4.1,5.0149106453534635
2025-09-07,848,613,A. Powers,9,62.1,4.1,16.524686384452625
2025-09-07,848,4322761,L. Olsen,9,62.1,4.2,3.1913634066595087
2025-09-07,848,612,H. Jones,10,61.83,3.7,4.824244770226384
2025-09-07,848,621,G. Berger,10,61.83,3.4,6.991128106978051
2025-09-07,848,612,H. Jones,12,61.43,3.3,4.3027047950667745
2025-09-07,848,612,H. Jones,13,61.28,3.3,4.3027047950667745
2025-09-07,848,631,L. Hull,15,60.79,3.4000000000000004,5.402537984183634
2025-09-07,848,698,D. Evans,15,60.79,3.7,4.5256510701970285
2025-09-08,852,611,T. Charles,18,43.13,2,3.3221506503334766
2025-09-09,854,713,J. Allemand,2,52.38,3,6.97852052949241
2025-09-09,854,712,M. Billings,3,52.21,3.4,4.969936096061985
2025-09-09,854,4322742,D. Malonga,4,51.49,3.0999999999999996,6.8573095682475085
2025-09-09,854,614,I. Rupert,5,51.38,3,4.932798631171311
2025-09-09,854,4322742,D. Malonga,7,49.52,2.9,6.414902499328314
2025-09-09,854,766,S. Uzun,8,49.3,4.2,2.9719729174769016
2025-09-09,854,713,J. Allemand,9,49.25,3,6.97852052949241
2025-09-09,854,760,N. Howard,10,49.13,2.6,5.480895409342622
2025-09-09,854,172,O. Sims,10,49.13,2.7,4.867857016531498
2025-09-09,854,766,S. Uzun,11,48.61,4.2,2.9719729174769016
2025-09-09,854,760,N. Howard,15,47.53,2.6,5.480895409342622
2025-09-09,854,668,N. Mack,16,47.31,3.1,1.6846768047445078
2025-09-09,854,4322742,D. Malonga,19,46.86,3.0999999999999996,6.8573095682475085
2025-09-09,854,604,K. Martin,20,46.84,4.1,1.8449999999999998
2025-09-10,855,704,L. Allen,5,46.41,4.4,5.8090125593658355
2025-09-10,855,704,L. Allen,6,46.28,4.2,5.544966533940115
2025-09-10,855,704,L. Allen,9,45.95,4.4,5.8090125593658355
2025-09-10,855,611,T. Charles,13,45.03,2,2.4156890996619804
2025-09-10,855,704,L. Allen,19,44.35,4.2,5.544966533940115
2025-09-11,858,399,K. Charles,1,65.29,3.6999999999999997,5.060830654495428
2025-09-11,858,763,K. Brown,2,62.02,4.6,7.989660681324538
2025-09-11,858,673,R. Allen,2,62.02,4.2,6.832458389964944
2025-09-11,858,612,H. Jones,5,60.43,3.7,6.021311862418645
2025-09-11,858,399,K. Charles,5,60.43,3.6999999999999997,5.060830654495428
2025-09-11,858,399,K. Charles,15,58.43,3.6999999999999997,5.060830654495428
2025-09-11,858,612,H. Jones,20,57.26,3.7,6.021311862418645
2025-09-11,858,399,K. Charles,20,57.26,3.6999999999999997,5.060830654495428
2025-09-14,868,4322738,M. Akoa Makani,5,51.08,4,4.858901154299921
2025-09-18,881,698,D. Evans,4,44.46,3.5999999999999996,2.1679654700316893
2025-09-21,890,4322738,M. Akoa Makani,11,41.34,3.4,2.648685370799402
2025-09-30,913,263,S. Peddy,8,54.73,4.2,9.637952316772997
2026-05-10,1767,4322749,H. Van Lith,15,64.43,4,8.016877930639959
2026-05-12,1774,638,B. Laney-Hamilton,18,63.06,3.8,5.539866742616541
2026-05-12,1774,638,B. Laney-Hamilton,18,63.06,3.8,5.539866742616541
2026-05-13,1777,689,M. Hines-Allen,5,52.51,4.2,5.24090077650616
2026-05-13,1777,4322749,H. Van Lith,11,50.95,3.4000000000000004,4.093701758187038
2026-05-14,1784,612,H. Jones,3,60.18,4.2,7.373607356875881
2026-05-15,1787,689,M. Hines-Allen,14,67.95,4.2,8.455103482074607
2026-05-17,1797,685,S. Dolson,1,57.85,3.9000000000000004,6.291280512411345
2026-05-17,1797,726,J. Loyd,3,54.51,4.1,6.150656108363447
2026-05-17,1797,726,J. Loyd,5,53.39,4.1,6.150656108363447
2026-05-17,1797,4322756,M. Timpson,9,52.57,4.2,5.6064399639828375
2026-05-17,1797,622,E. Wheeler,12,52.13,4,6.489574330353597
2026-05-17,1797,622,E. Wheeler,16,51.95,4,6.489574330353597
2026-05-17,1797,622,E. Wheeler,18,51.87,4,6.489574330353597
2026-05-17,1797,622,E. Wheeler,18,51.87,4,6.489574330353597
2026-05-17,1797,622,E. Wheeler,18,51.87,4,6.489574330353597
2026-05-18,1798,665,S. Sutton,4,52.11,2.9000000000000004,6.850272290404771
2026-05-18,1798,665,S. Sutton,11,50.06,2.9000000000000004,6.850272290404771
2026-05-18,1798,665,S. Sutton,14,49.68,2.7,6.377839718652718
2026-05-18,1798,665,S. Sutton,16,49.3,2.3,5.43297457514861
2026-05-18,1798,665,S. Sutton,18,48.86,2.9000000000000004,6.850272290404771
2026-05-20,1810,685,S. Dolson,6,56.02,3.5,4.060447167174639
2026-05-20,1810,4322868,G. Kneepkens,8,55.61,4.6,1.4175006739166665
2026-05-20,1810,710,L. Brown,8,55.61,2.5,4.256613275609148
2026-05-20,1810,4322862,R. Johnson,9,55.5,4.2,4.08039669105209
2026-05-20,1810,4322868,G. Kneepkens,10,55.39,4.4,1.3558702098333333
2026-05-20,1810,685,S. Dolson,11,55.34,3.5,4.060447167174639
2026-05-20,1810,172,O. Sims,13,55.0,3.4000000000000004,4.534695469277045
2026-05-20,1810,709,Z. Cooke,14,54.88,3.6,2.704789515465857
2026-05-20,1810,671,S. Cunningham,18,54.16,2.8,1.8680994958696187
2026-05-21,1814,4322753,A. Kosu,2,53.46,4.2,5.750613927788139
2026-05-21,1814,4322753,A. Kosu,3,53.3,4.6,6.298291444720342
2026-05-21,1814,553,H. Xu,3,53.3,4.2,2.3743113690151816
2026-05-21,1814,4322753,A. Kosu,3,53.3,4.6,6.298291444720342
2026-05-21,1814,553,H. Xu,3,53.3,4.2,2.3743113690151816
2026-05-21,1814,4322753,A. Kosu,3,53.3,4.6,6.298291444720342
2026-05-21,1814,553,H. Xu,3,53.3,4.2,2.3743113690151816
2026-05-21,1814,4322753,A. Kosu,3,53.3,4.6,6.298291444720342
2026-05-21,1814,553,H. Xu,3,53.3,4.2,2.3743113690151816
2026-05-21,1814,4322753,A. Kosu,3,53.3,4.6,6.298291444720342
2026-05-21,1814,553,H. Xu,3,53.3,4.2,2.3743113690151816
2026-05-21,1814,4322753,A. Kosu,3,53.3,4.6,6.298291444720342
2026-05-21,1814,553,H. Xu,3,53.3,4.2,2.3743113690151816
2026-05-21,1814,4322753,A. Kosu,3,53.3,4.6,6.298291444720342
2026-05-21,1814,553,H. Xu,3,53.3,4.2,2.3743113690151816
2026-05-21,1814,4322753,A. Kosu,10,51.24,4.6,6.298291444720342
2026-05-21,1814,449,R. Gardner,11,47.85,2.4,4.14103187500027
2026-05-21,1814,609,N. Coffey,15,47.4,2.9000000000000004,5.67286815253656
2026-05-22,1816,4322755,T. Paopao,4,51.48,3.7,4.788495309023116
2026-05-22,1816,617,N. Hillmon,6,48.61,3.8,2.110714679013629
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-22,1816,617,N. Hillmon,7,48.34,3.4,1.8885341864858787
2026-05-29,1847,4322755,T. Paopao,1,49.45,4.1,2.3808150913491866
2026-05-29,1847,4322743,K. Iriafen,8,47.03,1.7,4.307602374461233
2026-05-29,1847,711,A. Stevens,9,46.83,4.9,3.399588249115034
2026-05-29,1847,4322743,K. Iriafen,14,44.95,2.1,5.3211558743344645
2026-05-29,1847,677,N. Cloud,15,44.84,3.1,4.639944196499278
2026-05-29,1847,4322744,G. Amoore,20,44.08,4.1,0.14309239172113114
2026-05-30,1854,4322746,S. Rivers,7,60.66,3.9,6.48787848316953
2026-05-30,1854,4322746,S. Rivers,7,60.66,3.9,6.48787848316953
2026-05-30,1854,4322746,S. Rivers,12,59.71,4.5,7.4860136344263815
2026-05-30,1854,4322872,C. Leger-Walker,15,58.95,4.1,4.06623237555658
2026-06-01,1858,456,L. Held,9,47.31,4.6,2.226720691398971
2026-06-02,1861,366584,T. Hayes,5,51.79,3.6,4.375468221424513
2026-06-02,1861,4322793,K. Chen,16,50.72,3.8,6.570918654211716
2026-06-05,1871,622,E. Wheeler,10,63.94,2.5999999999999996,4.268542431693406
2026-06-06,1872,399,K. Charles,13,47.51,3.4000000000000004,5.195648245707099
